,row_id,icd9_code,short_title,long_title
12020,12021,V5417,Aftrcre traum fx vertebr,Aftercare for healing traumatic fracture of vertebrae
12021,12022,V5419,Aftrce traum fx bone NEC,Aftercare for healing traumatic fracture of other bone
12022,12023,V5420,Aftrcare path fx arm NOS,"Aftercare for healing pathologic fracture of arm, unspecified"
12023,12024,V5421,Aftercare path fx up arm,Aftercare for healing pathologic fracture of upper arm
12024,12025,V5422,Aftrcare path fx low arm,Aftercare for healing pathologic fracture of lower arm
12025,12026,V5423,Aftercare path fx hip,Aftercare for healing pathologic fracture of hip
12026,12027,V5424,Aftrcare path fx leg NOS,"Aftercare for healing pathologic fracture of leg, unspecified"
12027,12028,V5425,Aftrcare path fx up leg,Aftercare for healing pathologic fracture of upper leg
12028,12029,V5426,Aftrcare path fx low leg,Aftercare for healing pathologic fracture of lower leg
12029,12030,V5427,Aftrcare path fx vertebr,Aftercare for healing pathologic fracture of vertebrae
12030,12031,V5429,Aftrcre path fx bone NEC,Aftercare for healing pathologic fracture of other bone
12031,12032,V5481,Aftercare joint replace,Aftercare following joint replacement
12032,12033,V5482,Aftcr explantatn jt pros,Aftercare following explantation of joint prosthesis
12033,12034,V5489,Orthopedic aftercare NEC,Other orthopedic aftercare
12034,12035,V549,Orthopedic aftercare NOS,Unspecified orthopedic aftercare
12035,12036,V550,Atten to tracheostomy,Attention to tracheostomy
12036,12037,V551,Atten to gastrostomy,Attention to gastrostomy
12037,12038,V552,Atten to ileostomy,Attention to ileostomy
12038,12039,V553,Atten to colostomy,Attention to colostomy
12039,12040,V554,Atten to enterostomy NEC,Attention to other artificial opening of digestive tract
12040,12041,V555,Atten to cystostomy,Attention to cystostomy
12041,12042,V556,Atten to urinostomy NEC,Attention to other artificial opening of urinary tract
12042,12043,V557,Atten artificial vagina,Attention to artificial vagina
12043,12044,V558,Attn to artif open NEC,Attention to other specified artificial opening
12044,12045,V559,Attn to artif open NOS,Attention to unspecified artificial opening
12045,12046,V560,Renal dialysis encounter,Encounter for extracorporeal dialysis
12046,12047,71987,Joint dis NEC-ankle,"Other specified disorders of joint, ankle and foot"
12047,12048,71988,Joint dis NEC-oth jt,"Other specified disorders of joint, other specified sites"
12048,12049,71989,Joint dis NEC-mult jts,"Other specified disorders of joint, multiple sites"
12049,12050,71990,Joint dis NOS-unspec jt,"Unspecified disorder of joint, site unspecified"
12050,12051,71991,Joint dis NOS-shlder,"Unspecified disorder of joint, shoulder region"
12051,12052,71992,Joint dis NOS-up/arm,"Unspecified disorder of joint, upper arm"
12052,12053,71993,Joint dis NOS-forearm,"Unspecified disorder of joint, forearm"
12053,12054,71994,Joint dis NOS-hand,"Unspecified disorder of joint, hand"
12054,12055,71995,Joint dis NOS-pelvis,"Unspecified disorder of joint, pelvic region and thigh"
12055,12056,71996,Joint dis NOS-l/leg,"Unspecified disorder of joint, lower leg"
12056,12057,71997,Joint dis NOS-ankle,"Unspecified disorder of joint, ankle and foot"
12057,12058,71998,Joint dis NOS-oth jt,"Unspecified disorder of joint, other specified sites"
12058,12059,71999,Joint dis NOS-mult jts,"Unspecified disorder of joint, multiple sites"
12059,12060,7200,Ankylosing spondylitis,Ankylosing spondylitis
12060,12061,7201,Spinal enthesopathy,Spinal enthesopathy
12061,12062,7202,Sacroiliitis NEC,"Sacroiliitis, not elsewhere classified"
12062,12063,72081,Spondylopathy in oth dis,Inflammatory spondylopathies in diseases classified elsewhere
12063,12064,72089,Inflam spondylopathy NEC,Other inflammatory spondylopathies
12064,12065,7209,Inflam spondylopathy NOS,Unspecified inflammatory spondylopathy
12065,12066,7210,Cervical spondylosis,Cervical spondylosis without myelopathy
12066,12067,7211,Cerv spondyl w myelopath,Cervical spondylosis with myelopathy
12067,12068,7212,Thoracic spondylosis,Thoracic spondylosis without myelopathy
12068,12069,7213,Lumbosacral spondylosis,Lumbosacral spondylosis without myelopathy
12069,12070,72141,Spond compr thor sp cord,"Spondylosis with myelopathy, thoracic region"
12070,12071,72142,Spond compr lumb sp cord,"Spondylosis with myelopathy, lumbar region"
12071,12072,7215,Kissing spine,Kissing spine
12072,12073,7216,Ankyl vert hyperostosis,Ankylosing vertebral hyperostosis
12073,12074,7217,Traumatic spondylopathy,Traumatic spondylopathy
12074,12075,7218,Spinal disorders NEC,Other allied disorders of spine
12075,12076,72190,Spondylos NOS w/o myelop,"Spondylosis of unspecified site, without mention of myelopathy"
12076,12077,72191,Spondylosis NOS w myelop,"Spondylosis of unspecified site, with myelopathy"
12077,12078,7220,Cervical disc displacmnt,Displacement of cervical intervertebral disc without myelopathy
12078,12079,72210,Lumbar disc displacement,Displacement of lumbar intervertebral disc without myelopathy
12079,12080,72211,Thoracic disc displacmnt,Displacement of thoracic intervertebral disc without myelopathy
12080,12081,7222,Disc displacement NOS,"Displacement of intervertebral disc, site unspecified, without myelopathy"
12081,12082,72230,Schmorl's nodes NOS,"Schmorl's nodes, unspecified region"
12082,12083,72231,Schmorls node-thoracic,"Schmorl's nodes, thoracic region"
12083,12084,72232,Schmorls node-lumbar,"Schmorl's nodes, lumbar region"
12084,12085,72239,Schmorls node-region NEC,"Schmorl's nodes, other region"
12085,12086,7224,Cervical disc degen,Degeneration of cervical intervertebral disc
12086,12087,72251,Thoracic disc degen,Degeneration of thoracic or thoracolumbar intervertebral disc
12087,12088,72252,Lumb/lumbosac disc degen,Degeneration of lumbar or lumbosacral intervertebral disc
12088,12089,7226,Disc degeneration NOS,"Degeneration of intervertebral disc, site unspecified"
12089,12090,72270,Disc dis w myelopath NOS,"Intervertebral disc disorder with myelopathy, unspecified region"
12090,12091,72271,Cerv disc dis w myelopat,"Intervertebral disc disorder with myelopathy, cervical region"
12091,12092,72272,Thor disc dis w myelopat,"Intervertebral disc disorder with myelopathy, thoracic region"
12092,12093,72273,Lumb disc dis w myelopat,"Intervertebral disc disorder with myelopathy, lumbar region"
12093,12094,72280,Postlaminectomy synd NOS,"Postlaminectomy syndrome, unspecified region"
12094,12095,72281,Postlaminect synd-cerv,"Postlaminectomy syndrome, cervical region"
12095,12096,72282,Postlaminect synd-thorac,"Postlaminectomy syndrome, thoracic region"
12096,12097,72283,Postlaminect synd-lumbar,"Postlaminectomy syndrome, lumbar region"
12097,12098,72290,Disc dis NEC/NOS-unspec,"Other and unspecified disc disorder, unspecified region"
12098,12099,72291,Disc dis NEC/NOS-cerv,"Other and unspecified disc disorder, cervical region"
12099,12100,72292,Disc dis NEC/NOS-thorac,"Other and unspecified disc disorder, thoracic region"
12100,12101,72293,Disc dis NEC/NOS-lumbar,"Other and unspecified disc disorder, lumbar region"
12101,12102,7230,Cervical spinal stenosis,Spinal stenosis in cervical region
12102,12103,7231,Cervicalgia,Cervicalgia
12103,12104,7232,Cervicocranial syndrome,Cervicocranial syndrome
12104,12105,7233,Cervicobrachial syndrome,Cervicobrachial syndrome (diffuse)
12105,12106,7234,Brachial neuritis NOS,Brachial neuritis or radiculitis NOS
12106,12107,7235,Torticollis NOS,"Torticollis, unspecified"
12107,12108,7812,Abnormality of gait,Abnormality of gait
12108,12109,7813,Lack of coordination,Lack of coordination
12109,12110,7814,Transient limb paralysis,Transient paralysis of limb
12110,12111,7815,Clubbing of fingers,Clubbing of fingers
12111,12112,7816,Meningismus,Meningismus
12112,12113,7817,Tetany,Tetany
12113,12114,7818,Neurologic neglect syndr,Neurologic neglect syndrome
12114,12115,78191,Loss of height,Loss of height
12115,12116,78192,Abnormal posture,Abnormal posture
12116,12117,78193,Ocular torticollis,Ocular torticollis
12117,12118,78194,Facial weakness,Facial weakness
12118,12119,78199,Nerve/musculskel sym NEC,Other symptoms involving nervous and musculoskeletal systems
12119,12120,7820,Skin sensation disturb,Disturbance of skin sensation
12120,12121,7821,Nonspecif skin erupt NEC,Rash and other nonspecific skin eruption
12121,12122,7822,Local suprficial swellng,"Localized superficial swelling, mass, or lump"
12122,12123,7823,Edema,Edema
12123,12124,7824,Jaundice NOS,"Jaundice, unspecified, not of newborn"
12124,12125,7825,Cyanosis,Cyanosis
12125,12126,78261,Pallor,Pallor
12126,12127,78262,Flushing,Flushing
12127,12128,7827,Spontaneous ecchymoses,Spontaneous ecchymoses
12128,12129,7828,Changes in skin texture,Changes in skin texture
12129,12130,7829,Integument tiss symp NEC,Other symptoms involving skin and integumentary tissues
12130,12131,7830,Anorexia,Anorexia
12131,12132,7831,Abnormal weight gain,Abnormal weight gain
12132,12133,78321,Abnormal loss of weight,Loss of weight
12133,12134,78322,Underweight,Underweight
12134,12135,7833,Feeding problem,Feeding difficulties and mismanagement
12135,12136,78340,Lack norm physio dev NOS,"Lack of normal physiological development, unspecified"
12136,12137,78341,Failure to thrive-child,Failure to thrive
12137,12138,78342,Delayed milestones,Delayed milestones
12138,12139,78343,Short stature,Short stature
12139,12140,7835,Polydipsia,Polydipsia
12140,12141,7836,Polyphagia,Polyphagia
12141,12142,7837,Failure to thrive-adult,Adult failure to thrive
12142,12143,7839,Nutr/metab/devel sym NEC,"Other symptoms concerning nutrition, metabolism, and development"
12143,12144,7840,Headache,Headache
12144,12145,7841,Throat pain,Throat pain
12145,12146,7842,Swelling in head & neck,"Swelling, mass, or lump in head and neck"
12146,12147,7843,Aphasia,Aphasia
12147,12148,78440,Voice/resonance dis NOS,"Voice and resonance disorder, unspecified"
12148,12149,V015,Rabies contact,Contact with or exposure to rabies
12149,12150,V016,Venereal dis contact,Contact with or exposure to venereal diseases
12150,12151,V0171,Varicella contact/exp,Contact with or exposure to varicella
12151,12152,V0179,Viral dis contact NEC,Contact with or exposure to other viral diseases
12152,12153,V0181,Contact/exposure-anthrax,Contact with or exposure to anthrax
12153,12154,V0182,Exposure to SARS,Exposure to SARS-associated coronavirus
12154,12155,V0183,E. coli contact/exp,Contact with or exposure to escherichia coli (E. coli)
12155,12156,V0184,Meningococcus contact,Contact with or exposure to meningococcus
12156,12157,V0189,Communic dis contact NEC,Contact with or exposure to other communicable diseases
12157,12158,V019,Communic dis contact NOS,Contact with or exposure to unspecified communicable disease
12158,12159,V020,Cholera carrier,Carrier or suspected carrier of cholera
12159,12160,V021,Typhoid carrier,Carrier or suspected carrier of typhoid
12160,12161,V022,Amebiasis carrier,Carrier or suspected carrier of amebiasis
12161,12162,V023,GI pathogen carrier NEC,Carrier or suspected carrier of other gastrointestinal pathogens
12162,12163,V024,Diphtheria carrier,Carrier or suspected carrier of diphtheria
12163,12164,V0251,Group b streptoc carrier,Carrier or suspected carrier of group B streptococcus
12164,12165,V0252,Streptococus carrier NEC,Carrier or suspected carrier of other streptococcus
12165,12166,V0253,Meth susc Staph carrier,Carrier or suspected carrier of Methicillin susceptible Staphylococcus aureus
12166,12167,V0254,Meth resis Staph carrier,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus
12167,12168,V0259,Bacteria dis carrier NEC,Carrier or suspected carrier of other specified bacterial diseases
12168,12169,V0260,Viral hep carrier NOS,"Viral hepatitis carrier, unspecified"
12169,12170,V0261,Hepatitis B carrier,Hepatitis B carrier
12170,12171,V0262,Hepatitis C carrier,Hepatitis C carrier
12171,12172,V0269,Viral hep carrier NEC,Other viral hepatitis carrier
12172,12173,V027,Gonorrhea carrier,Carrier or suspected carrier of gonorrhea
12173,12174,V028,Venereal dis carrier NEC,Carrier or suspected carrier of other venereal diseases
12174,12175,V029,Carrier NEC,Carrier or suspected carrier of other specified infectious organism
12175,12176,V030,Vaccin for cholera,Need for prophylactic vaccination and inoculation against cholera alone
12176,12177,V031,Vacc-typhoid-paratyphoid,Need for prophylactic vaccination and inoculation against typhoid-paratyphoid alone [TAB]
12177,12178,V032,Vaccin for tuberculosis,Need for prophylactic vaccination and inoculation against tuberculosis [BCG]
12178,12179,V033,Vaccin for plague,Need for prophylactic vaccination and inoculation against plague
12179,12180,V034,Vaccin for tularemia,Need for prophylactic vaccination and inoculation against tularemia
12180,12181,V035,Vaccin for diphtheria,Need for prophylactic vaccination and inoculation against diphtheria alone
12181,12182,V036,Vaccin for pertussis,Need for prophylactic vaccination and inoculation against pertussis alone
12182,12183,V037,Tetanus toxoid inoculat,Need for prophylactic vaccination and inoculation against tetanus toxoid alone
